http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010790.pub3/full|Blood disorders|Laser therapy for retinopathy in sickle cell disease|Kay Thi Myint, Soumendra Sahoo, Aung Win Thein, Soe Moe, Han Ni|2022-12-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011305.pub2/full|Blood disorders|Restrictive versus liberal red blood cell transfusion strategies for people with haematological malignancies treated with intensive chemotherapy or radiotherapy, or both, with or without haematopoietic stem cell support|Lise J Estcourt, Reem Malouf, Marialena Trivella, Dean A Fergusson, Sally Hopewell, Michael F Murphy|2017-1-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011180.pub2/full|Blood disorders|Exercise for haemophilia|Karen Strike, Kathy Mulder, Rojer Michael|2016-12-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005598.pub4/full|Blood disorders|Antibiotics for treating community‐acquired pneumonia in people with sickle cell disease|Arturo J Martí-Carvajal, Lucieni O Conterno|2016-11-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012055.pub2/full|Blood disorders|Alternative agents to prophylactic platelet transfusion for preventing bleeding in people with thrombocytopenia due to chronic bone marrow failure: a meta‐analysis and systematic review|Michael JR Desborough, Andreas V Hadjinicolaou, Anna Chaimani, Marialena Trivella, Paresh Vyas, Carolyn Doree, Sally Hopewell, Simon J Stanworth, Lise J Estcourt|2016-10-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005088.pub4/full|Blood disorders|Bisphosphonate therapy for osteogenesis imperfecta|Kerry Dwan, Carrie A Phillipi, Robert D Steiner, Donald Basel|2016-10-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011579.pub2/full|Blood disorders|Hydroxyurea for reducing blood transfusion in non‐transfusion dependent beta thalassaemias|Wai Cheng Foong, Jacqueline J Ho, C Khai Loh, Vip Viprakasit|2016-10-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011175.pub2/full|Blood disorders|Interventions for patients and caregivers to improve knowledge of sickle cell disease and recognition of its related complications|Monika R Asnani, Kim R Quimby, Nadia R Bennett, Damian K Francis|2016-10-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011756.pub2/full|Blood disorders|Plasma transfusions prior to insertion of central lines for people with abnormal coagulation|David P Hall, Lise J Estcourt, Carolyn Doree, Sally Hopewell, Marialena Trivella, Timothy S Walsh|2016-9-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010982.pub2/full|Blood disorders|Alternatives, and adjuncts, to prophylactic platelet transfusion for people with haematological malignancies undergoing intensive chemotherapy or stem cell transplantation|Michael Desborough, Lise J Estcourt, Carolyn Doree, Marialena Trivella, Sally Hopewell, Simon J Stanworth, Michael F Murphy|2016-8-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011272.pub2/full|Blood disorders|Rapamycin and rapalogs for tuberous sclerosis complex|Teguh H Sasongko, Nur Farrah Dila Ismail, ZAMH Zabidi‐Hussin|2016-7-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010816.pub2/full|Blood disorders|Bortezomib for the treatment of multiple myeloma|Kathleen Scott, Patrick J Hayden, Andrea Will, Keith Wheatley, Imelda Coyne|2016-4-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009733.pub3/full|Blood disorders|Antifibrinolytics (lysine analogues) for the prevention of bleeding in people with haematological disorders|Lise J Estcourt, Michael Desborough, Susan J Brunskill, Carolyn Doree, Sally Hopewell, Michael F Murphy, Simon J Stanworth|2016-3-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010429.pub2/full|Blood disorders|Treatment for osteoporosis in people with ß‐thalassaemia|Amit Bhardwaj, Kye Mon Min Swe, Nirmal K Sinha, Ifeyinwa Osunkwo|2016-3-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009926.pub2/full|Blood disorders|Subsidising artemisinin‐based combination therapy in the private retail sector|Newton Opiyo, Gavin Yamey, Paul Garner|2016-3-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006589.pub4/full|Blood disorders|Oral iron supplements for children in malaria‐endemic areas|Ami Neuberger, Joseph Okebe, Dafna Yahav, Mical Paul|2016-2-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009310.pub2/full|Blood disorders|Granulocyte and granulocyte‐macrophage colony stimulating factors for newly diagnosed patients with myelodysplastic syndromes|Franz Hutzschenreuter, Ina Monsef, Karl‐Anton Kreuzer, Andreas Engert, Nicole Skoetz|2016-2-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006111.pub3/full|Blood disorders|Piracetam for reducing the incidence of painful sickle cell disease crises|Amani Al Hajeri, Zbys Fedorowicz|2016-2-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009624.pub2/full|Blood disorders|The role of iron in the management of chemotherapy‐induced anemia in cancer patients receiving erythropoiesis‐stimulating agents|Rahul Mhaskar, Hesborn Wao, Branko Miladinovic, Ambuj Kumar, Benjamin Djulbegovic|2016-2-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011157.pub2/full|Blood disorders|Meditation for adults with haematological malignancies|Ines Salhofer, Andrea Will, Ina Monsef, Nicole Skoetz|2016-2-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011484.pub2/full|Blood disorders|Washed versus unwashed red blood cells for transfusion for the prevention of morbidity and mortality in preterm infants|Amy K Keir, Dominic Wilkinson, Chad Andersen, Michael J Stark|2016-1-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011181.pub2/full|Blood disorders|Antibody therapies for lymphoma in children|Verena de Zwart, Samantha C Gouw, Friederike AG Meyer‐Wentrup|2016-1-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007107.pub3/full|Blood disorders|Prophylactic antibiotics or G(M)‐CSF for the prevention of infections and improvement of survival in cancer patients receiving myelotoxic chemotherapy|Nicole Skoetz, Julia Bohlius, Andreas Engert, Ina Monsef, Oliver Blank, Jörg‐Janne Vehreschild|2015-12-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010155.pub3/full|Blood disorders|Low‐molecular‐weight heparins for managing vaso‐occlusive crises in people with sickle cell disease|Esther J van Zuuren, Zbys Fedorowicz|2015-12-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004449.pub4/full|Blood disorders|Recombinant factor VIIa concentrate versus plasma‐derived concentrates for treating acute bleeding episodes in people with haemophilia and inhibitors|Davide Matino, Michael Makris, Kerry Dwan, Roberto D'Amico, Alfonso Iorio|2015-12-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011771.pub2/full|Blood disorders|Comparison of different platelet transfusion thresholds prior to insertion of central lines in patients with thrombocytopenia|Lise J Estcourt, Michael JR Desborough, Sally Hopewell, Carolyn Doree, Simon J Stanworth|2015-12-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010983.pub2/full|Blood disorders|Comparison of different platelet count thresholds to guide administration of prophylactic platelet transfusion for preventing bleeding in people with haematological disorders after myelosuppressive chemotherapy or stem cell transplantation|Lise J Estcourt, Simon J Stanworth, Carolyn Doree, Sally Hopewell, Marialena Trivella, Michael F Murphy|2015-11-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010248.pub2/full|Blood disorders|Interleukin‐2 as maintenance therapy for children and adults with acute myeloid leukaemia in first complete remission|Chen Mao, Xiao‐Hong Fu, Jin‐Qiu Yuan, Zu‐Yao Yang, Ya‐Fang Huang, Qian‐Ling YE, Xin‐Yin Wu, Xue‐Feng Hu, Zhi‐Min Zhai, Jin‐Ling Tang|2015-11-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010984.pub2/full|Blood disorders|Different doses of prophylactic platelet transfusion for preventing bleeding in people with haematological disorders after myelosuppressive chemotherapy or stem cell transplantation|Lise J Estcourt, Simon Stanworth, Carolyn Doree, Marialena Trivella, Sally Hopewell, Patricia Blanco, Michael F Murphy|2015-10-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010615.pub2/full|Blood disorders|Additional plerixafor to granulocyte colony‐stimulating factors for haematopoietic stem cell mobilisation for autologous transplantation in people with malignant lymphoma or multiple myeloma|Tim Hartmann, Kai Hübel, Ina Monsef, Andreas Engert, Nicole Skoetz|2015-10-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011577.pub2/full|Blood disorders|Comparison of a restrictive versus liberal red cell transfusion policy for patients with myelodysplasia, aplastic anaemia, and other congenital bone marrow failure disorders|Yisu Gu, Lise J Estcourt, Carolyn Doree, Sally Hopewell, Paresh Vyas|2015-10-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010981.pub2/full|Blood disorders|A therapeutic‐only versus prophylactic platelet transfusion strategy for preventing bleeding in patients with haematological disorders after myelosuppressive chemotherapy or stem cell transplantation|Gemma L Crighton, Lise J Estcourt, Erica M Wood, Marialena Trivella, Carolyn Doree, Simon J Stanworth|2015-9-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010861.pub2/full|Blood disorders|Treatment for women with postpartum iron deficiency anaemia|Veronika Markova, Astrid Norgaard, Karsten Juhl Jørgensen, Jens Langhoff‐Roos|2015-8-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008562.pub3/full|Blood disorders|Treatment for disseminated intravascular coagulation in patients with acute and chronic leukemia|Arturo J Martí‐Carvajal, Vidhu Anand, Ivan Solà|2015-6-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011428.pub2/full|Blood disorders|Snake antivenom for snake venom induced consumption coagulopathy|Kalana Maduwage, Nick A Buckley, H Janaka de Silva, David G Lalloo, Geoffrey K Isbister|2015-6-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010432.pub2/full|Blood disorders|The effects of idarubicin versus other anthracyclines for induction therapy of patients with newly diagnosed leukaemia|Xi Li, ShuangNian Xu, Ya Tan, JiePing Chen|2015-6-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009311.pub2/full|Blood disorders|Interventions for prophylaxis of hepatic veno‐occlusive disease in people undergoing haematopoietic stem cell transplantation|Daniel KL Cheuk, Alan KS Chiang, Shau Yin Ha, Godfrey CF Chan|2015-5-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001916.pub3/full|Blood disorders|Psychological therapies for sickle cell disease and pain|Kofi A Anie, John Green|2015-5-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010298.pub2/full|Blood disorders|Janus kinase‐1 and Janus kinase‐2 inhibitors for treating myelofibrosis|Arturo J Martí‐Carvajal, Vidhu Anand, Ivan Solà|2015-4-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009186.pub2/full|Blood disorders|Strategies to increase the ownership and use of insecticide‐treated bednets to prevent malaria|Lana Augustincic Polec, Jennifer Petkovic, Vivian Welch, Erin Ueffing, Elizabeth Tanjong Ghogomu, Jordi Pardo Pardo, Mark Grabowsky, Amir Attaran, George A Wells, Peter Tugwell|2015-3-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010324.pub2/full|Blood disorders|Enzyme replacement and substrate reduction therapy for Gaucher disease|Elad Shemesh, Laura Deroma, Bruno Bembi, Patrick Deegan, Carla Hollak, Neal J Weinreb, Timothy M Cox|2015-3-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008005.pub4/full|Blood disorders|Sapropterin dihydrochloride for phenylketonuria|Usha Rani Somaraju, Marcus Merrin|2015-3-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004731.pub4/full|Blood disorders|Protein substitute for children and adults with phenylketonuria|Sarah HL Yi, Rani H Singh|2015-2-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011547/full|Blood disorders|Artemisinin‐naphthoquine for treating uncomplicated Plasmodium falciparum malaria|Rachel Isba, Babalwa Zani, Michael Gathu, David Sinclair|2015-2-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009961.pub2/full|Blood disorders|Treatment for preventing bleeding in people with haemophilia or other congenital bleeding disorders undergoing surgery|Antonio Coppola, Jerzy Windyga, Antonella Tufano, Cindy Yeung, Matteo Nicola Dario Di Minno|2015-2-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010767.pub2/full|Blood disorders|Intermittent preventive antimalarial treatment for children with anaemia|Mwaka Athuman, Abdunoor M Kabanywanyi, Anke C Rohwer|2015-1-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010533.pub2/full|Blood disorders|Positron emission tomography‐adapted therapy for first‐line treatment in individuals with Hodgkin lymphoma|Marie‐Therese Sickinger, Bastian von Tresckow, Carsten Kobe, Andreas Engert, Peter Borchmann, Nicole Skoetz|2015-1-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011431/full|Blood disorders|Rapid diagnostic tests for diagnosing uncomplicated non‐falciparum or Plasmodium vivax malaria in endemic countries|Katharine Abba, Amanda J Kirkham, Piero L Olliaro, Jonathan J Deeks, Sarah Donegan, Paul Garner, Yemisi Takwoingi|2014-12-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010340.pub2/full|Blood disorders|Eculizumab for treating patients with paroxysmal nocturnal hemoglobinuria|Arturo J Martí‐Carvajal, Vidhu Anand, Andrés Felipe Cardona, Ivan Solà|2014-10-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007461.pub3/full|Blood disorders|Deferasirox for managing iron overload in people with myelodysplastic syndrome|Joerg J Meerpohl, Lisa K Schell, Gerta Rücker, Nigel Fleeman, Edith Motschall, Charlotte M Niemeyer, Dirk Bassler|2014-10-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD000169.pub3/full|Blood disorders|Drugs for preventing malaria in pregnant women in endemic areas: any drug regimen versus placebo or no treatment|Denitsa Radeva‐Petrova, Kassoum Kayentao, Feiko O ter Kuile, David Sinclair, Paul Garner|2014-10-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010761.pub2/full|Blood disorders|Interventions for treating acute bleeding episodes in people with acquired hemophilia A|Yan Zeng, Ruiqing Zhou, Xin Duan, Dan Long, Songtao Yang|2014-8-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010280.pub2/full|Blood disorders|Mycophenolate mofetil versus methotrexate for prevention of graft‐versus‐host disease in people receiving allogeneic hematopoietic stem cell transplantation|Mohamed Kharfan‐Dabaja, Rahul Mhaskar, Tea Reljic, Joseph Pidala, Janelle B Perkins, Benjamin Djulbegovic, Ambuj Kumar|2014-7-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009211.pub2/full|Blood disorders|The role of additional radiotherapy for primary central nervous system lymphoma|Jonas Zacher, Benjamin Kasenda, Andreas Engert, Nicole Skoetz|2014-6-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010146.pub2/full|Blood disorders|Yoga in addition to standard care for patients with haematological malignancies|Steffen Felbel, Joerg J Meerpohl, Ina Monsef, Andreas Engert, Nicole Skoetz|2014-6-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001918.pub3/full|Blood disorders|Dietary interventions (plant sterols, stanols, omega‐3 fatty acids, soy protein and dietary fibers) for familial hypercholesterolaemia|Anita Malhotra, Nusrat Shafiq, Anjuman Arora, Meenu Singh, Rajendra Kumar, Samir Malhotra|2014-6-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007477.pub3/full|Blood disorders|Deferasirox for managing transfusional iron overload in people with sickle cell disease|Joerg J Meerpohl, Lisa K Schell, Gerta Rücker, Edith Motschall, Nigel Fleeman, Charlotte M Niemeyer, Dirk Bassler|2014-6-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009964.pub2/full|Blood disorders|Pre‐referral rectal artesunate for severe malaria|Joseph Okebe, Michael Eisenhut|2014-5-29
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010561.pub2/full|Blood disorders|Immune tolerance induction for treating inhibitors in people with congenital haemophilia A or B|Abha H Athale, Maura Marcucci, Alfonso Iorio|2014-4-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010189.pub2/full|Blood disorders|Bone marrow versus peripheral blood allogeneic haematopoietic stem cell transplantation for haematological malignancies in adults|Udo Holtick, Melanie Albrecht, Jens M Chemnitz, Sebastian Theurich, Nicole Skoetz, Christof Scheid, Michael von Bergwelt‐Baildon|2014-4-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008998.pub2/full|Blood disorders|Rapid diagnostic tests versus clinical diagnosis for managing people with fever in malaria endemic settings|John Odaga, David Sinclair, Joseph A Lokong, Sarah Donegan, Heidi Hopkins, Paul Garner|2014-4-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD002890.pub2/full|Blood disorders|Psychological therapies for thalassaemia|Kofi A Anie, Pia Massaglia|2014-3-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010927/full|Blood disorders|Dihydroartemisinin‐piperaquine for treating uncomplicated Plasmodium falciparum malaria|Babalwa Zani, Michael Gathu, Sarah Donegan, Piero L Olliaro, David Sinclair|2014-1-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004389.pub3/full|Blood disorders|Primaquine for preventing relapse in people with Plasmodium vivax malaria treated with chloroquine|Gawrie NL Galappaththy, Prathap Tharyan, Richard Kirubakaran|2013-10-26
